qid,query,n_words,n_verbs,n_nouns,verbs,nouns,split
4677,Fish and turtles are swimming under the water around coral reefs.,11,1,4,swimming,Fish|turtles|water|reefs,train
7769,People are swimming underwater in scuba gear.,7,1,4,swimming,People|underwater|scuba|gear,train
9962,Woman in white shirt is standing in front of a lot of trees.,13,1,5,standing,Woman|shirt|front|lot|trees,train
3185,A man gives a commentary over images of different coastlines.,10,1,4,gives,man|commentary|images|coastlines,train
4626,Beautiful visuals of classical Chinese garden in Canada,8,0,3,,visuals|garden|Canada,train
7646,A video showing bridges inside the nature,7,1,3,showing,video|bridges|nature,train
1799,A variety of sea life are swimming underwater.,8,1,4,swimming,variety|sea|life|underwater,train
1857,man making a video of floating restaurant,7,2,3,making|floating,man|video|restaurant,train
5866,Men play basketball at the beach.,6,1,3,play,Men|basketball|beach,train
4901,Woman in yellow top stands next to a motorcycle.,9,1,3,stands,Woman|top|motorcycle,train
4916,A woman applies face cream and talks to the camera.,10,1,5,applies,woman|face|cream|talks|camera,train
5361,Woman talks while hanging onto ta yellow cloth.,8,1,4,hanging,Woman|talks|ta|cloth,train
7383,Three woman talk as they walk through a closed shopping arcade,11,2,3,talk|walk,woman|shopping|arcade,train
8643,A motorcyclist gives some passengers a rider on her motorbike.,10,1,4,gives,motorcyclist|passengers|rider|motorbike,train
6289,A couple is having a good time at section of a night market.,13,1,5,having,couple|time|section|night|market,train
6553,Two men are talking to each other in front of the camera as well as inside the car,18,1,4,talking,men|front|camera|car,train
7596,Masked man stands in front of a lit up building at night.,12,2,4,stands|lit,man|front|building|night,train
6550,A woman is recording her hotel room and how it looks.,11,2,3,recording|looks,woman|hotel|room,train
6633,A young woman standing outside on a balcony while talking to the camera,13,2,3,standing|talking,woman|balcony|camera,train
8116,Woman with blazer walks down the street carrying bread.,9,2,4,walks|carrying,Woman|blazer|street|bread,train
9125,Woman in red top walks away from a red car.,10,1,3,walks,Woman|top|car,train
3304,A man getting a green tea ice cream with melon bread treat and eating it.,15,2,7,getting|eating,man|tea|ice|cream|melon|bread|treat,train
4752,An Asian man is looking at a menu then orders a bunch of different types of skewers.,17,2,5,looking|orders,man|menu|bunch|types|skewers,train
5747,A man is showing his large cotton candy and tring it out.,12,2,3,showing|tring,man|cotton|candy,train
1898,A woman discusses how to start vlogging,7,3,1,discusses|start|vlogging,woman,train
7588,Woman wears a sleeveless top sitting on a couch.,9,2,3,wears|sitting,Woman|top|couch,train
8032,Woman monologues to camera wearing a mic on her lapel.,10,2,4,monologues|wearing,Woman|camera|mic|lapel,train
9762,Candles are lit in a alter.,6,1,2,lit,Candles|alter,train
9909,Paper lanterns are seen floating up into the sky.,9,2,3,seen|floating,Paper|lanterns|sky,train
10040,Candles are lit at the alter.,6,1,2,lit,Candles|alter,train
1196,A classroom is full of black students in blue uniforms.,10,0,3,,classroom|students|uniforms,train
5540,Many children sit in a classroom together and learn math.,10,2,3,sit|learn,children|classroom|math,train
6375,Executives are at a conference discussing topics in front of large pink blinds.,13,1,5,discussing,Executives|conference|topics|front|blinds,train
331,Chef is cooking on the stovetop.,6,1,2,cooking,Chef|stovetop,train
1745,"A woman starts preparing a mystery food consisting of melted butter, powdered sugar, and vanilla essence",16,3,7,starts|preparing|consisting,woman|mystery|food|butter|sugar|vanilla|essence,train
6004,A woman is shaping a red paste into flat circles on a plate.,13,1,4,shaping,woman|paste|circles|plate,train
8743,A video showing a woman in orange dress cooking food,10,1,5,showing,video|woman|dress|cooking|food,train
1826,Tourist girls from new Zealand  arrived at Sydney beach and enjoying drinks,12,2,7,arrived|enjoying,Tourist|girls|new|Zealand|Sydney|beach|drinks,train
4246,Tourist girls showing some beautiful sites and having fun,9,2,4,showing|having,Tourist|girls|sites|fun,train
4634,"A group of women explore a lush, green mountain with a waterfall.",12,1,4,explore,group|women|mountain|waterfall,train
9801,Larry Nassar is in a orange prison uniform.,8,0,4,,Larry|Nassar|prison|uniform,train
9860,A construction worker in yellow vest is standing still during the interview.,12,1,4,standing,construction|worker|vest|interview,train
9994,Man in blue top plays the ukelele.,7,1,3,plays,Man|top|ukelele,train
149,A baby is being rocked in a rainbow colored carriage.,10,1,3,rocked,baby|rainbow|carriage,train
1357,A woman waits with a baby in an empty hallway.,10,1,3,waits,woman|baby|hallway,train
4980,Dad carries baby against their chest.,6,1,3,carries,Dad|baby|chest,train
8332,a baby is featured during a nighttime scene,8,1,2,featured,baby|scene,train
8880,Vlogger walks around a dark museum.,6,1,2,walks,Vlogger|museum,train
1170,A woman is browsing through drink coolers in an airport.,10,1,4,browsing,woman|drink|coolers|airport,train
6359,Auroras can be seen in the sky through windows of a large tent.,13,1,4,seen,Auroras|sky|windows|tent,train
8176,Woman in white jacket walks around in the snow.,9,1,3,walks,Woman|jacket|snow,train
2285,The food different Asian restaurants make.,6,1,2,make,food|restaurants,train
8040,Chef cooks food on a griddle.,6,1,3,cooks,Chef|food|griddle,train
995,Woman is holding a bottle next to a vending machine.,10,2,3,holding|vending,Woman|bottle|machine,train
5473,Blonde girl stands outside a restaurant talking.,7,2,2,stands|talking,girl|restaurant,train
5686,Various dishes are showcased for a blogger's pleasure.,8,1,3,showcased,dishes|blogger|pleasure,train
9038,Man and woman sit next to eat other at a restaurant.,11,2,3,sit|eat,Man|woman|restaurant,train
2856,Teen boy and girl have a conversation with white dogs on the couch.,13,1,5,have,boy|girl|conversation|dogs|couch,train
3918,A guy answering questions asked by the mobile users,9,2,3,answering|asked,guy|questions|users,train
4092,"While a girl sitting on a couch beside a man, she occasional raises the red phone in her hand above waist level.",22,2,7,sitting|raises,girl|couch|man|phone|hand|waist|level,train
7208,Man and woman talk to each other on the couch.,10,1,3,talk,Man|woman|couch,train
8492,A man and a woman sit on a couch talking with a dog cuddling the man.,16,3,5,sit|talking|cuddling,man|woman|couch|dog|man,train
4620,Woman checks out a pair of sunglasses.,7,1,3,checks,Woman|pair|sunglasses,train
6447,A man in a grey shirt stands beside a plastic model.,11,1,3,stands,man|shirt|model,train
6465,A man gets into the back seat of a car which is driving him downtown.,15,2,4,gets|driving,man|seat|car|downtown,train
5,Chef peels an onion on a cutting board.,8,1,4,peels,Chef|onion|cutting|board,train
380,Chef cooks the vegetables in the skillet.,7,1,3,cooks,Chef|vegetables|skillet,train
1782,A woman uses a spoon to get tahini from a jar and spread it on dates.,16,3,5,uses|get|spread,woman|spoon|tahini|jar|dates,train
7476,"A woman is pointing with a knife at prepped mushrooms, tomatoes and greens on the cutting board.",17,2,7,pointing|prepped,woman|knife|mushrooms|tomatoes|greens|cutting|board,train
8597,Woman in black jacket walks through a grocery store.,9,1,4,walks,Woman|jacket|grocery|store,train
4042,Plaque is on their teeth so they brush and floss.,10,1,3,brush,Plaque|teeth|floss,train
10012,A bearded man in white sits before a mac laptop while talking.,12,2,4,sits|talking,man|white|mac|laptop,train
766,Man in baseball cap is laying in a deck chair.,10,1,5,laying,Man|baseball|cap|deck|chair,train
5491,Woman in white top stands around a pool.,8,1,3,stands,Woman|top|pool,train
1042,A woman shows off her hotel room.,7,1,3,shows,woman|hotel|room,train
2001,A couple flying on the sky with a support of a rope,12,1,4,flying,couple|sky|support|rope,train
4208,The woman shows of the views of Dubai from the top of Burj Kalifa.,14,1,6,shows,woman|views|Dubai|top|Burj|Kalifa,train
9124,Graphics showing the temperature of the places they visit.,9,2,3,showing|visit,Graphics|temperature|places,train
174,Bearded man walks down the street with a backpack.,9,1,3,walks,man|street|backpack,train
856,Bearded man walks around outside with a backpack.,8,1,2,walks,man|backpack,train
2452,Bearded man talks into his phone.,6,1,2,talks,man|phone,train
3353,Indian boy giving surprize to her wife by calling from air port,12,2,5,giving|calling,boy|surprize|wife|air|port,train
5081,Bearded man packs his suitcase.,5,1,2,packs,man|suitcase,train
6720,A traveller starts packing his bags as two dogs sleep on his bed,13,3,4,starts|packing|sleep,traveller|bags|dogs|bed,train
7063,A man in yellow is sitting in a chair outside,10,1,2,sitting,man|chair,train
8828,A man talks while he is eating McDonald's.,8,1,3,eating,man|talks|McDonald,train
1886,Travel journey on a bike,5,0,3,,Travel|journey|bike,train
2382,Woman in striped shirt talks in a restaurant.,8,0,4,,Woman|shirt|talks|restaurant,train
7878,Shirtless man talks to camera.,5,1,3,talks,Shirtless|man|camera,train
9178,News reader showing some extreme weather conditions,7,1,4,showing,News|reader|weather|conditions,train
9196,"A reporter in a winter beanie, scarf and jacket is reporting near a large embankment of snow.",17,1,7,reporting,reporter|winter|beanie|scarf|jacket|embankment|snow,train
206,A woman is making tea and explaining the ingredients that she used.,12,3,3,making|explaining|used,woman|tea|ingredients,train
450,Fruit is lying on a colorful plate.,7,1,2,lying,Fruit|plate,train
2424,A woman shows off her newly manicured fingernails.,8,2,2,shows|manicured,woman|fingernails,train
7565,Chef prepares the vegetables for storage.,6,1,3,prepares,Chef|vegetables|storage,train
8785,Chef is cooking broccoli on the stove.,7,1,3,cooking,Chef|broccoli|stove,train
1949,Man stands in a kids room and points out different areas.,11,2,4,stands|points,Man|kids|room|areas,train
6718,A man's hand grabbing food from a plate on top of a red table.,14,1,6,grabbing,man|hand|food|plate|top|table,train
7725,A man in a grey swear is walking outside down a road while speaking to the camera turned toward him.,20,3,4,walking|speaking|turned,man|swear|road|camera,train
74,Woman in black is standing next to a horse.,9,1,3,standing,Woman|black|horse,train
1280,A girl playing with the dogs,6,1,2,playing,girl|dogs,train
4054,A horse is standing patiently while it is being groomed.,10,2,1,standing|groomed,horse,train
8308,People talk as they get dressed for the cold weather before going outside.,13,3,2,talk|dressed|going,People|weather,train
8625,A woman brushes a horse.,5,1,2,brushes,woman|horse,train
327,Two different women are getting their make up done by a third woman.,13,2,3,getting|done,women|make|woman,train
598,Woman curls her hair with rollers.,6,1,3,curls,Woman|hair|rollers,train
1681,A woman with long straight bluish hair stands in a white room and talks.,14,1,4,stands,woman|hair|room|talks,train
7211,Two women have a conversation in front of the fridge.,10,1,4,have,women|conversation|front|fridge,train
1016,A woman is dancing with a flowing scarf by a waterfall.,11,2,3,dancing|flowing,woman|scarf|waterfall,train
1055,A woman in an orange shawl is trying a red drink.,11,1,3,trying,woman|shawl|drink,train
7710,A woman in a dress is being recorded while she walks.,11,2,2,recorded|walks,woman|dress,train
212,A woman is cooking  yummy food for her family,9,1,3,cooking,woman|food|family,train
3971,The woman in the purple shirt is making a meal in her wok.,13,1,4,making,woman|shirt|meal|wok,train
4798,An Indian woman sitting on the floor going through some magazines,11,2,3,sitting|going,woman|floor|magazines,train
8369,A girl in a pink dress sits on the floor and plays with toys.,14,2,4,sits|plays,girl|dress|floor|toys,train
8530,Mother and daughter eat dinner together.,6,1,3,eat,Mother|daughter|dinner,train
3343,A man is preparing a bunch of meats on the grill.,11,1,4,preparing,man|bunch|meats|grill,train
5719,Man gives a toast holding a beer.,7,2,3,gives|holding,Man|toast|beer,train
6851,A man is pulling food off the grill and putting it on a palte.,14,2,4,pulling|putting,man|food|grill|palte,train
1284,A group of girlfriends wear sunglasses outside.,7,1,3,wear,group|girlfriends|sunglasses,train
2957,Two friends have a conversation in matching shirts.,8,2,3,have|matching,friends|conversation|shirts,train
6058,The group explores the British Museum and the exhibits inside.,10,1,4,explores,group|British|Museum|exhibits,train
6916,Three women are talking about shopping while standing behind a camdeloc block building.,13,3,3,talking|shopping|standing,women|block|building,train
7586,A tourist woman is getting a good view of the london towers.,12,1,5,getting,tourist|woman|view|london|towers,train
9564,A medical worker is preparing a bottle and a syringe together.,11,1,3,preparing,worker|bottle|syringe,train
9798,A white cargo type van is being engulfed and destroyed in flames.,12,2,4,engulfed|destroyed,cargo|type|van|flames,train
10250,Plane is on a ship deck then takes off.,9,1,3,takes,Plane|ship|deck,train
4481,girl is talking about late night restaurant life.,8,1,4,talking,girl|night|restaurant|life,train
7929,Vlogger goes to a seafood marker.,6,1,3,goes,Vlogger|seafood|marker,train
9186,Fire fighter giving interview about his experience,7,1,4,giving,Fire|fighter|interview|experience,train
1900,A lady playing like a kid on her vlog,9,0,4,,lady|playing|kid|vlog,train
3178,"In Copenhagen, two woman have a fish and chips breakfast that was so good",14,1,5,have,Copenhagen|woman|fish|chips|breakfast,train
5792,Woman shows the food in her shopping basket especially chips.,10,1,5,shows,Woman|food|shopping|basket|chips,train
1971,Amazing boating tour of a canal,6,1,2,boating,tour|canal,train
4675,An Indian couple waiting at the table for their hot chocolate,11,1,3,waiting,couple|table|chocolate,train
5756,Man travels in the front of a canoe.,8,1,3,travels,Man|front|canoe,train
4222,Group of three having a ice-cream smoke,7,1,4,having,Group|ice|cream|smoke,train
5603,Overhead shots of different types of sushi.,7,0,3,,shots|types|sushi,train
7914,Man wears a backpack while walking around.,7,2,2,wears|walking,Man|backpack,train
698,Elon Musk is giving a speach.,6,1,3,giving,Elon|Musk|speach,train
1107,Close up of Elon Musk giving a speech with a white car in the background.,15,1,5,giving,Elon|Musk|speech|car|background,train
4632,Elon musk is close up showing off a new Tesla car.,11,1,3,showing,Elon|musk|car,train
2102,two girls wearing purple and pink sweaters and winter hats are talking about an oil product for the skin and then rubs it on there arm,26,3,8,wearing|talking|rubs,girls|sweaters|winter|hats|oil|product|skin|arm,train
6751,Two sisters have lunch with friends at a hotel.,9,1,4,have,sisters|lunch|friends|hotel,train
8213,Women hold each other while talking.,6,2,1,hold|talking,Women,train
603,Finger points to different areas of the water.,8,1,3,points,Finger|areas|water,train
3381,A man in a denim jacket is crouching next to a bright orange bouy.,14,1,4,crouching,man|jacket|orange|bouy,train
7756,Man in jean jacket is talking to the camera next to a wooden railing.,14,1,5,talking,Man|jean|jacket|camera|railing,train
720,Dog is playing in the water.,6,1,2,playing,Dog|water,train
3034,A fluffy brown dog is moving over various types of terrains.,11,1,3,moving,dog|types|terrains,train
6781,A POV of the lake from the dogs back as it swims in the lake.,15,1,4,swims,POV|lake|dogs|lake,train
9382,A police car with siren entering the protesting site,9,2,4,entering|protesting,police|car|siren|site,train
9388,Police cars arrive as people demonstrate on the street.,9,2,4,arrive|demonstrate,Police|cars|people|street,train
9457,The police are controlling a protests which involves lots of people.,11,2,4,controlling|involves,police|protests|lots|people,train
701,A man holding a black camera on his right hand while vlogging.,12,2,3,holding|vlogging,man|camera|hand,train
3536,Man with white sweatshirt stands around a nutulla sign in the grocery store.,13,1,5,stands,Man|sweatshirt|sign|grocery|store,train
5543,A man is hanging out outside a starbucks at night near a street.,13,1,4,hanging,man|starbucks|night|street,train
3684,A girl in white pajamas is making her bed.,9,1,3,making,girl|pajamas|bed,train
3735,A young woman wearing a black hoodie driving and buying iced coffee,12,3,3,wearing|driving|buying,woman|hoodie|coffee,train
5982,A girl is talking about studying for the TEAS test that she has to take to get into college.,19,5,4,talking|studying|has|take|get,girl|TEAS|test|college,train
7482,A woman is doing her make up next to a purple light.,12,2,2,doing|make,woman|light,train
8651,A girl with dark grey top is brushing her hair after applying oil.,13,2,4,brushing|applying,girl|top|hair|oil,train
9560,Woman moves around the house in a wheelchair.,8,1,3,moves,Woman|house|wheelchair,train
9704,A woman in a newsroom talks to the camera with hand gestures.,12,0,6,,woman|newsroom|talks|camera|hand|gestures,train
10044,Woman in pink walks up to the podium and begins speaking.,11,3,2,walks|begins|speaking,Woman|podium,train
9625,A man wearing a red shirt gets prepared to go search the for missing people.,15,5,3,wearing|gets|go|search|missing,man|shirt|people,train
9886,A designed virtual city is being shown.,7,2,1,designed|shown,city,train
10258,Trump talks while wearing a blue and white striped tie.,10,1,3,wearing,Trump|talks|tie,train
373,View of the corral from underwater.,6,0,3,,View|corral|underwater,train
445,A hunter is waiting in the brush with a bow as he checks through his binoculars.,16,2,4,waiting|checks,hunter|brush|bow|binoculars,train
3788,A man is showing new devices still in the package in his car.,13,1,4,showing,man|devices|package|car,train
6888,A man is creeping through the brush with camouflage on and a hood over his hat.,16,1,5,creeping,man|brush|camouflage|hood|hat,train
2219,Meet and greet with friend,5,2,1,Meet|greet,friend,train
5741,Two women walk under a umbrella.,6,1,2,walk,women|umbrella,train
4273,A small child is playing around on a playground on a boat.,12,1,3,playing,child|playground|boat,train
5822,Vlogger walks by a buffet.,5,1,2,walks,Vlogger|buffet,train
6423,A child wanders through an large empty dining area and a Club O2 on a cruise ship,17,1,7,wanders,child|dining|area|Club|O2|cruise|ship,train
2473,A guy with glassed talking about sharing your vision while blogging.,11,4,2,glassed|talking|sharing|blogging,guy|vision,train
6092,Asian man talks directly to camera in a blue shirt.,10,1,3,talks,man|camera|shirt,train
6181,Asian man monologues to the camera in a dark room.,10,1,3,monologues,man|camera|room,train
3808,A young woman gives study tips that include plenty of life balancing activities,13,3,6,gives|include|balancing,woman|study|tips|plenty|life|activities,train
5088,A woman is applying make up with a large circular brush.,11,2,2,applying|make,woman|brush,train
2047,A video capturing a display of colourful foods by a blogger,11,1,4,capturing,video|display|foods|blogger,train
9681,"Political leaders are gathered on stage, bowing, and shaking hands.",10,3,3,gathered|bowing|shaking,leaders|stage|hands,train
9307,News reporter reports about evacuation from wild fire effected areaa,10,1,6,effected,News|reporter|reports|evacuation|fire|areaa,train
9199,A section is showing a magazine cover featuring the Mandalorian TV show.,12,2,5,showing|featuring,section|magazine|cover|TV|show,train
1228,A woman spreads eye cream without using her fingers.,9,2,4,spreads|using,woman|eye|cream|fingers,train
4109,Woman shows her skin care routine.,6,1,4,shows,Woman|skin|care|routine,train
3045,A blue hallway leads to the plane and a view from the plane after takeoff.,15,1,5,leads,hallway|plane|view|plane|takeoff,train
6595,A woman in dark grey hoodie is showing the best products for traveling people,14,2,5,showing|traveling,woman|grey|hoodie|products|people,train
6854,A black woman is posing near a staircase next to her luggage.,12,1,3,posing,woman|staircase|luggage,train
3341,A man sitting in the grass is showing what type of camera he uses.,14,3,4,sitting|showing|uses,man|grass|type|camera,train
4296,Man in blue shirt holds a camera in his right hand.,11,1,4,holds,Man|shirt|camera|hand,train
4633,The man is holding up a camera with a fuzzy microphone cover.,12,1,4,holding,man|camera|microphone|cover,train
3715,Bearded man gives a speech in front of a tree.,10,1,4,gives,man|speech|front|tree,train
4026,Man is wearing a shirt with a outline of Texas.,10,1,4,wearing,Man|shirt|outline|Texas,train
4090,A is outside speaking in front of a wall and a tree,12,1,3,speaking,front|wall|tree,train
8381,A man in blue t-shirt is talking in front of the camera while moving his arms and walking on the street in a sunny day,25,3,9,talking|moving|walking,man|blue|t|shirt|front|camera|arms|street|day,train
8473,A guy with checked shirt is walking and talking to the camera at the same time.,16,2,4,walking|talking,guy|shirt|camera|time,train
1012,People are hiking towards a large rock plateau.,8,1,3,hiking,People|rock|plateau,train
4737,A map on a yellow background showing a travel route,10,1,4,showing,map|background|travel|route,train
6647,The man films giant claws carved on the side of the rock.,12,2,4,films|carved,man|claws|side|rock,train
4521,A woman is handling a variety of ornate religious looking items.,11,2,3,handling|looking,woman|variety|items,train
4694,Tourist girl showing amazing historical places of Syria,8,1,4,showing,Tourist|girl|places|Syria,train
8153,Man with fez chops fruit.,5,0,3,,Man|chops|fruit,train
9116,A woman in pink scarf is talking as well as moving her arms in front of the camera,18,2,5,talking|moving,woman|scarf|arms|front|camera,train
2722,A woman in a black shirt takes a striped coral snake from a white container and transfers it to it's terrarium.,21,2,5,takes|transfers,woman|shirt|snake|container|terrarium,train
3709,A man in a blue shirt is handling a light brown snake.,12,1,3,handling,man|shirt|snake,train
6172,Workers are giving a monkey a bath.,7,1,3,giving,Workers|monkey|bath,train
7318,The man in the blue shirt handles a viper snake carefully.,11,1,4,handles,man|shirt|viper|snake,train
8517,A man holds different snakes,5,1,2,holds,man|snakes,train
2194,Amazing day out with my friends,6,0,2,,day|friends,train
2270,"a woman with indan accent is partying in the club by the dj, showing people dancing on the dance floor",20,3,8,partying|showing|dancing,woman|indan|accent|club|dj|people|dance|floor,train
3561,A woman talks to the camera in a bar with her friends.,12,1,4,talks,woman|camera|bar|friends,train
1600,A lady preparing an asian food,6,1,2,preparing,lady|food,train
4996,Woman in yellow is holding a pink top.,8,1,2,holding,Woman|top,train
6014,Girl with yellow shirt looks at racks of clothes.,9,1,4,looks,Girl|shirt|racks|clothes,train
6963,Girl in yellow top shows us different clothes in her hands.,11,1,4,shows,Girl|top|clothes|hands,train
7112,Girl in yellow top walks down the street with her mom.,11,1,3,walks,Girl|street|mom,train
1294,A man unpacking a pizza and eating it,8,2,2,unpacking|eating,man|pizza,train
1634,A man is squirting while putting grains in a sack.,10,2,3,squirting|putting,man|grains|sack,train
4956,Man picks up seeds from a bag.,7,1,3,picks,Man|seeds|bag,train
7024,Man raises glass of milk then drinks it.,8,2,3,raises|drinks,Man|glass|milk,train
8383,A man in dark blue t-shirt is eating food and talking as well as drinking in front of the camera,20,3,6,eating|talking|drinking,man|t|shirt|food|front|camera,train
5493,People are marching in a parade.,6,1,2,marching,People|parade,train
6597,"Touring one of the local markets in the city of Accra, Ghana.",12,1,4,Touring,markets|city|Accra|Ghana,train
1243,Young girl sharing Christmas day plan,6,1,4,sharing,girl|Christmas|day|plan,train
3660,A girl in a christmas sweater looks to be in a positive mood.,13,1,4,looks,girl|christmas|sweater|mood,train
4852,A woman carries her pet in a large cushion.,9,1,3,carries,woman|pet|cushion,train
8892,Vlogger opens and closes a cage on the table.,9,2,3,opens|closes,Vlogger|cage|table,train
8919,A group of friends are putting the puzzles together.,9,1,3,putting,group|friends|puzzles,train
3848,Soccer players are walking through a dark hallway onto the sports field.,12,1,5,walking,Soccer|players|hallway|sports|field,train
5220,The Barcelone FC team coach drives through a crowd of cheering fans and pulls up outside a byuilding where Lionel Messi disembarks,22,4,9,drives|cheering|pulls|disembarks,Barcelone|FC|team|coach|crowd|fans|byuilding|Lionel|Messi,train
9696,A blonde woman in white is holding a mic and addressing a large crowd gathered.,15,3,3,holding|addressing|gathered,woman|white|crowd,train
9872,Blonde woman has a circle on her shirt while marching in a pride parade.,14,2,5,has|marching,woman|circle|shirt|pride|parade,train
10089,Brian Fresh speaks into the mic next to the Maryland flag.,11,1,4,speaks,Brian|Fresh|Maryland|flag,train
2129,A lady walking inside a mosque,6,1,2,walking,lady|mosque,train
6601,A couple is looking at a smaller private jet before boarding it and looking out the window during takeoff.,19,3,4,looking|boarding|looking,couple|jet|window|takeoff,train
9563,A man sits at a table and talks to an interviewer.,11,1,4,sits,man|table|talks|interviewer,train
9602,A ship is in a gray harbor.,7,0,2,,ship|harbor,train
9621,An old lady is being interviewed by a younger man with the American flag in the background.,17,1,4,interviewed,lady|man|flag|background,train
3161,African American girl checking in at air port during pandemic,10,1,3,checking,girl|air|port,train
7987,Woman in black mask sits at a table.,8,1,3,sits,Woman|mask|table,train
8045,Woman wears a black mask around her chin.,8,1,3,wears,Woman|mask|chin,train
9850,Woman in red interviews a man speaking in Myanmar.,9,1,4,speaking,Woman|interviews|man|Myanmar,train
9946,A journalist wearing a red shirt gives her broadcast on scene.,11,2,4,wearing|gives,journalist|shirt|broadcast|scene,train
2261,Tallest cathedral in the world,5,0,2,,cathedral|world,train
3122,A man talks directly to the camera whilst showing off the history museum behind him.,15,2,4,talks|showing,man|camera|history|museum,train
5746,A couple is having pizza and fries with some beer at a restaurant.,13,1,5,having,couple|pizza|fries|beer|restaurant,train
9331,"A TV program reports on the flood devastation in Kerala, India",11,0,7,,TV|program|reports|flood|devastation|Kerala|India,train
10170,Man walks by graffiti before talking next to it.,9,2,2,walks|talking,Man|graffiti,train
4827,A man shows off his balcony and view.,8,1,3,shows,man|balcony|view,train
6137,A man is showing his city view from office building,10,1,5,showing,man|city|view|office|building,train
1644,A girl exploring different hand bags at a store,9,1,4,exploring,girl|hand|bags|store,train
2877,A person trying on different scarves in front of displays of jewelry.,12,1,5,trying,person|scarves|front|displays|jewelry,train
6040,A young tourist couple enjoy delicious-looking korean food at a restaurant,11,1,4,enjoy,tourist|couple|food|restaurant,train
7505,Two people obtained pastries folding in a cup from an outside market.,12,2,4,obtained|folding,people|pastries|cup|market,train
8400,Overhead close up shot of a person mixing the curry with metal chopsticks.,13,2,5,close|mixing,shot|person|curry|metal|chopsticks,train
849,Woman monologues in the middle of a city square.,9,1,4,monologues,Woman|middle|city|square,train
5391,Man in white tank is walking down the street.,9,1,3,walking,Man|tank|street,train
7947,A man wearing a white tank top and shades describes the historical events that took place in the tower positioned behind him.,22,5,6,wearing|shades|describes|took|positioned,man|tank|top|events|place|tower,train
10060,A cook makes a burrito from inside a food truck.,10,1,4,makes,cook|burrito|food|truck,train
10151,Large crowd runs away at night.,6,1,2,runs,crowd|night,train
10288,Inside a police car as it a male police officer drives at night.,13,1,5,drives,police|car|police|officer|night,train
9420,Peace full protest going on by the BLM movements,9,1,4,going,Peace|protest|BLM|movements,train
9453,BLM protestors chanting there slogans,5,1,3,chanting,BLM|protestors|slogans,train
9492,Children's are protesting  in BLM protest,6,1,3,protesting,Children|BLM|protest,train
9200,A man explaining weather's tropical waves,6,1,3,explaining,man|weather|waves,train
2336,Three persons are about to try naan bread and curries,10,1,4,try,persons|naan|bread|curries,train
5589,Woman holds a white cup while monologuing.,7,2,2,holds|monologuing,Woman|cup,train
6544,A woman is in the living room trying on a red coat.,12,1,4,trying,woman|living|room|coat,train
3201,A group of tourists wearing leis are hanging out at a table together.,13,2,4,wearing|hanging,group|tourists|leis|table,train
4278,People having a party at a bar in the middle of sea,12,1,5,having,People|party|bar|middle|sea,train
7677,Man and woman hold up top of large display of eyeshadow.,11,1,5,hold,Man|woman|top|display|eyeshadow,train
867,A woman in braids and a black mask showing her view from on the plane.,15,1,5,showing,woman|braids|mask|view|plane,train
6779,A woman is browsing the different beaded pieces of jewelry in a store.,13,2,4,browsing|beaded,woman|pieces|jewelry|store,train
8231,Man and woman eats a burger and fries.,8,1,4,eats,Man|woman|burger|fries,train
3291,A video of different road vehicles,6,0,3,,video|road|vehicles,train
6500,"Tourist arrive at the airport tarmac and proceed to taxis in The Gambia, the smallest country in Africa",18,1,8,proceed,Tourist|arrive|airport|tarmac|taxis|Gambia|country|Africa,train
7693,Vlogger holds up a metal water bottle.,7,1,4,holds,Vlogger|metal|water|bottle,train
55,Woman pours cups of coffee from a carafe.,8,1,4,pours,Woman|cups|coffee|carafe,train
4857,A person makes a collage based on a studio ghibli movie they have just watched,15,3,5,makes|based|watched,person|collage|studio|ghibli|movie,train
5072,Vlogger reorganizes their markers and art supplies.,7,1,4,reorganizes,Vlogger|markers|art|supplies,train
6923,Woman makes a ornate card.,5,1,2,makes,Woman|card,train
7136,Woman clips a stack of paper together.,7,1,3,clips,Woman|stack|paper,train
2571,A lady doing exercise at a house,7,1,3,doing,lady|exercise|house,train
5050,Ingredients being poured and mixed in a bowl.,8,2,2,poured|mixed,Ingredients|bowl,train
5337,Woman monologues sitting on her bed.,6,2,2,monologues|sitting,Woman|bed,train
8656,Woman shows the food on the counter.,7,1,3,shows,Woman|food|counter,train
1820,a man with glasses and black jacket is talking while a man in the background is writing on paper,19,2,6,talking|writing,man|glasses|jacket|man|background|paper,train
2077,Man sits on a couch with a woman with a green jacket.,12,1,4,sits,Man|couch|woman|jacket,train
4674,Man filming good time with family,6,1,3,filming,Man|time|family,train
909,The white man in a colorful striped jacket feeds and pets an elephant.,13,1,4,pets,man|jacket|feeds|elephant,train
3337,Blonde man in poncho walks in front of a herd of elephants.,12,1,5,walks,man|poncho|front|herd|elephants,train
4241,Elephants drink water from a lake.,6,1,3,drink,Elephants|water|lake,train
9022,Man is wearing a poncho when walking with a woman.,10,2,3,wearing|walking,Man|poncho|woman,train
6775,A cute toddler wearing bathing trunks crawls on the ground.,10,2,4,wearing|crawls,toddler|bathing|trunks|ground,train
8115,Man holds baby when he is talking.,7,2,2,holds|talking,Man|baby,train
8158,Man holds son when walking with a woman.,8,2,3,holds|walking,Man|son|woman,train
3159,A woman is laying on a bed with white covers wearing a white robe.,14,2,4,laying|wearing,woman|bed|covers|robe,train
