qid,vid,duration,gt_start,gt_end,gt_length,gt_center,norm_gt_center,pred_start,pred_end,pred_length,pred_center,norm_pred_center,iou,length_bucket,position_bucket
482,cLvULsyPH4E_360.0_510.0,150,18,42,24,30.0,0.2,20.0,58.0,38.0,39.0,0.26,0.55,medium,early
6957,cLvULsyPH4E_660.0_810.0,150,96,146,50,121.0,0.8066666666666666,100.0,150.0,50.0,125.0,0.8333333333333334,0.8518518518518519,long,late
7412,cLvULsyPH4E_510.0_660.0,150,84,98,14,91.0,0.6066666666666667,18.0,60.0,42.0,39.0,0.26,0.0,medium,middle
1894,bowYAwxuG-c_60.0_210.0,150,128,150,22,139.0,0.9266666666666666,132.0,150.0,18.0,141.0,0.94,0.8181818181818182,medium,late
3296,bowYAwxuG-c_360.0_510.0,150,0,48,48,24.0,0.16,2.0,36.0,34.0,19.0,0.12666666666666668,0.7083333333333334,long,early
7826,bowYAwxuG-c_210.0_360.0,150,50,82,32,66.0,0.44,52.0,70.0,18.0,61.0,0.4066666666666667,0.5625,long,middle
2124,3UPP_WRL86c_60.0_210.0,150,38,114,76,76.0,0.5066666666666667,46.0,132.0,86.0,89.0,0.5933333333333334,0.723404255319149,long,middle
2342,3UPP_WRL86c_360.0_510.0,150,0,64,64,32.0,0.21333333333333335,64.0,140.0,76.0,102.0,0.68,0.6666666666666666,long,early
4510,3UPP_WRL86c_210.0_360.0,150,58,80,22,69.0,0.46,56.0,80.0,24.0,68.0,0.4533333333333333,0.9166666666666666,medium,middle
3532,N1fXNtRIHJM_360.0_510.0,150,32,88,56,60.0,0.4,128.0,150.0,22.0,139.0,0.9266666666666666,0.8181818181818182,long,middle
4573,N1fXNtRIHJM_60.0_210.0,150,84,140,56,112.0,0.7466666666666667,86.0,116.0,30.0,101.0,0.6733333333333333,0.5357142857142857,long,late
5838,N1fXNtRIHJM_210.0_360.0,150,46,64,18,55.0,0.36666666666666664,48.0,64.0,16.0,56.0,0.37333333333333335,0.8888888888888888,medium,middle
2326,mpVKDcu6R5Y_210.0_360.0,150,18,20,2,19.0,0.12666666666666668,24.0,56.0,32.0,40.0,0.26666666666666666,0.6875,short,early
3086,mpVKDcu6R5Y_60.0_210.0,150,44,94,50,69.0,0.46,46.0,100.0,54.0,73.0,0.4866666666666667,0.8571428571428571,long,middle
8066,mpVKDcu6R5Y_360.0_510.0,150,80,100,20,90.0,0.6,70.0,104.0,34.0,87.0,0.58,0.5882352941176471,medium,middle
9077,mpVKDcu6R5Y_510.0_660.0,150,40,64,24,52.0,0.3466666666666667,0.0,24.0,24.0,12.0,0.08,0.0,medium,middle
1739,WC9KLy8Py-k_60.0_210.0,150,10,84,74,47.0,0.31333333333333335,12.0,46.0,34.0,29.0,0.19333333333333333,0.4594594594594595,long,early
3779,WC9KLy8Py-k_360.0_510.0,150,98,124,26,111.0,0.74,96.0,132.0,36.0,114.0,0.76,0.7222222222222222,medium,late
4163,WC9KLy8Py-k_210.0_360.0,150,0,66,66,33.0,0.22,0.0,62.0,62.0,31.0,0.20666666666666667,0.9393939393939394,long,early
6993,WC9KLy8Py-k_510.0_660.0,150,64,80,16,72.0,0.48,62.0,86.0,24.0,74.0,0.49333333333333335,0.6666666666666666,medium,middle
8560,WC9KLy8Py-k_660.0_810.0,150,88,108,20,98.0,0.6533333333333333,4.0,26.0,22.0,15.0,0.1,0.0,medium,middle
267,at9Nxpb2MNQ_60.0_210.0,150,0,126,126,63.0,0.42,130.0,150.0,20.0,140.0,0.9333333333333333,0.9,long,middle
4959,at9Nxpb2MNQ_210.0_360.0,150,0,58,58,29.0,0.19333333333333333,0.0,58.0,58.0,29.0,0.19333333333333333,1.0,long,early
2340,av5DZl8MvcQ_60.0_210.0,150,0,4,4,2.0,0.013333333333333334,54.0,64.0,10.0,59.0,0.3933333333333333,0.2,short,early
6565,av5DZl8MvcQ_360.0_510.0,150,60,118,58,89.0,0.5933333333333334,60.0,120.0,60.0,90.0,0.6,0.9666666666666667,long,middle
8220,av5DZl8MvcQ_210.0_360.0,150,108,140,32,124.0,0.8266666666666667,12.0,28.0,16.0,20.0,0.13333333333333333,0.0,long,late
9026,av5DZl8MvcQ_660.0_810.0,150,68,78,10,73.0,0.4866666666666667,136.0,148.0,12.0,142.0,0.9466666666666667,0.8571428571428571,medium,middle
2334,qHSeudOaXwk_360.0_510.0,150,18,40,22,29.0,0.19333333333333333,12.0,56.0,44.0,34.0,0.22666666666666666,0.5,medium,early
5765,qHSeudOaXwk_210.0_360.0,150,70,88,18,79.0,0.5266666666666666,68.0,94.0,26.0,81.0,0.54,0.6923076923076923,medium,middle
5856,qHSeudOaXwk_60.0_210.0,150,86,96,10,91.0,0.6066666666666667,88.0,106.0,18.0,97.0,0.6466666666666666,0.4,medium,middle
9474,SST7vk2qmCY_60.0_210.0,150,96,150,54,123.0,0.82,68.0,146.0,78.0,107.0,0.7133333333333334,0.6097560975609756,long,late
9483,SST7vk2qmCY_210.0_360.0,150,0,150,150,75.0,0.5,2.0,150.0,148.0,76.0,0.5066666666666667,0.9866666666666667,long,middle
1800,DtLI1xR051U_210.0_360.0,150,0,60,60,30.0,0.2,8.0,64.0,56.0,36.0,0.24,0.8125,long,early
1859,DtLI1xR051U_60.0_210.0,150,42,66,24,54.0,0.36,130.0,150.0,20.0,140.0,0.9333333333333333,0.0,medium,middle
6431,DtLI1xR051U_360.0_510.0,150,54,58,4,56.0,0.37333333333333335,54.0,82.0,28.0,68.0,0.4533333333333333,0.14285714285714285,short,middle
963,aePha0zWX7c_210.0_360.0,150,30,60,30,45.0,0.3,30.0,46.0,16.0,38.0,0.25333333333333335,0.5333333333333333,long,early
3242,aePha0zWX7c_60.0_210.0,150,70,114,44,92.0,0.6133333333333333,70.0,112.0,42.0,91.0,0.6066666666666667,0.9545454545454546,long,middle
7825,aePha0zWX7c_360.0_510.0,150,52,56,4,54.0,0.36,58.0,74.0,16.0,66.0,0.44,0.7777777777777778,short,middle
3773,GrxpxImALZo_60.0_210.0,150,80,96,16,88.0,0.5866666666666667,20.0,36.0,16.0,28.0,0.18666666666666668,0.0,medium,middle
6047,GrxpxImALZo_210.0_360.0,150,0,16,16,8.0,0.05333333333333334,0.0,36.0,36.0,18.0,0.12,0.4444444444444444,medium,early
10082,tvSJ1O8esRE_60.0_210.0,150,128,146,18,137.0,0.9133333333333333,70.0,90.0,20.0,80.0,0.5333333333333333,0.0,medium,late
1940,FlIZP8D0_gQ_60.0_210.0,150,70,132,62,101.0,0.6733333333333333,74.0,126.0,52.0,100.0,0.6666666666666666,0.8387096774193549,long,late
4689,FlIZP8D0_gQ_360.0_510.0,150,0,150,150,75.0,0.5,2.0,76.0,74.0,39.0,0.26,0.49333333333333335,long,middle
5864,FlIZP8D0_gQ_210.0_360.0,150,60,78,18,69.0,0.46,48.0,80.0,32.0,64.0,0.4266666666666667,0.5625,medium,middle
9545,4G9S-eoLgX4_210.0_360.0,150,48,68,20,58.0,0.38666666666666666,42.0,64.0,22.0,53.0,0.35333333333333333,0.6153846153846154,medium,middle
9985,4G9S-eoLgX4_360.0_510.0,150,64,96,32,80.0,0.5333333333333333,68.0,92.0,24.0,80.0,0.5333333333333333,0.75,long,middle
10309,4G9S-eoLgX4_60.0_210.0,150,72,102,30,87.0,0.58,74.0,148.0,74.0,111.0,0.74,0.5675675675675675,long,middle
5679,sa-O_S2jzCw_60.0_210.0,150,0,4,4,2.0,0.013333333333333334,2.0,26.0,24.0,14.0,0.09333333333333334,0.5833333333333334,short,early
6824,sa-O_S2jzCw_210.0_360.0,150,60,86,26,73.0,0.4866666666666667,10.0,30.0,20.0,20.0,0.13333333333333333,0.0,medium,middle
7960,sa-O_S2jzCw_360.0_510.0,150,0,150,150,75.0,0.5,22.0,46.0,24.0,34.0,0.22666666666666666,0.16,long,middle
1285,S1DZb9SkrK8_60.0_210.0,150,126,150,24,138.0,0.92,134.0,150.0,16.0,142.0,0.9466666666666667,0.6666666666666666,medium,late
2969,S1DZb9SkrK8_210.0_360.0,150,0,22,22,11.0,0.07333333333333333,0.0,18.0,18.0,9.0,0.06,0.8181818181818182,medium,early
2977,S1DZb9SkrK8_360.0_510.0,150,0,150,150,75.0,0.5,12.0,48.0,36.0,30.0,0.2,0.24,long,middle
9214,0lbehz52PFU_60.0_210.0,150,102,136,34,119.0,0.7933333333333333,40.0,100.0,60.0,70.0,0.4666666666666667,0.0,long,late
9304,0lbehz52PFU_210.0_360.0,150,72,94,22,83.0,0.5533333333333333,4.0,148.0,144.0,76.0,0.5066666666666667,0.1527777777777778,medium,middle
3852,eX-EpPDjlUs_210.0_360.0,150,106,134,28,120.0,0.8,110.0,134.0,24.0,122.0,0.8133333333333334,0.8571428571428571,medium,late
4099,eX-EpPDjlUs_360.0_510.0,150,92,150,58,121.0,0.8066666666666666,18.0,44.0,26.0,31.0,0.20666666666666667,0.0,long,late
4796,eX-EpPDjlUs_60.0_210.0,150,0,150,150,75.0,0.5,0.0,24.0,24.0,12.0,0.08,0.16,long,middle
7117,eX-EpPDjlUs_510.0_660.0,150,28,44,16,36.0,0.24,28.0,44.0,16.0,36.0,0.24,1.0,medium,early
1018,xUb7T-C0Yt4_360.0_510.0,150,74,104,30,89.0,0.5933333333333334,76.0,104.0,28.0,90.0,0.6,0.9333333333333333,long,middle
5958,xUb7T-C0Yt4_210.0_360.0,150,0,32,32,16.0,0.10666666666666667,0.0,32.0,32.0,16.0,0.10666666666666667,1.0,long,early
6749,xUb7T-C0Yt4_60.0_210.0,150,136,150,14,143.0,0.9533333333333334,38.0,64.0,26.0,51.0,0.34,0.0,medium,late
9878,c-fzjF9ubUc_360.0_510.0,150,60,82,22,71.0,0.47333333333333333,56.0,80.0,24.0,68.0,0.4533333333333333,0.7692307692307693,medium,middle
10063,c-fzjF9ubUc_210.0_360.0,150,54,68,14,61.0,0.4066666666666667,138.0,150.0,12.0,144.0,0.96,0.0,medium,middle
10196,c-fzjF9ubUc_60.0_210.0,150,110,130,20,120.0,0.8,110.0,128.0,18.0,119.0,0.7933333333333333,0.9,medium,late
137,g6cmukMZBug_60.0_210.0,150,44,58,14,51.0,0.34,42.0,60.0,18.0,51.0,0.34,0.7777777777777778,medium,middle
457,g6cmukMZBug_210.0_360.0,150,0,48,48,24.0,0.16,0.0,40.0,40.0,20.0,0.13333333333333333,0.8333333333333334,long,early
2739,h6sCcWcLU7A_60.0_210.0,150,0,34,34,17.0,0.11333333333333333,0.0,34.0,34.0,17.0,0.11333333333333333,1.0,long,early
3615,h6sCcWcLU7A_210.0_360.0,150,80,118,38,99.0,0.66,84.0,118.0,34.0,101.0,0.6733333333333333,0.8947368421052632,long,middle
5164,h6sCcWcLU7A_360.0_510.0,150,88,92,4,90.0,0.6,128.0,140.0,12.0,134.0,0.8933333333333333,0.5,short,middle
7046,h6sCcWcLU7A_510.0_660.0,150,32,60,28,46.0,0.30666666666666664,118.0,142.0,24.0,130.0,0.8666666666666667,0.0,medium,early
8750,h6sCcWcLU7A_660.0_810.0,150,22,36,14,29.0,0.19333333333333333,6.0,148.0,142.0,77.0,0.5133333333333333,0.09859154929577464,medium,early
344,lEmQV__Hauc_360.0_510.0,150,110,114,4,112.0,0.7466666666666667,116.0,132.0,16.0,124.0,0.8266666666666667,0.375,short,late
1324,lEmQV__Hauc_60.0_210.0,150,102,108,6,105.0,0.7,116.0,144.0,28.0,130.0,0.8666666666666667,0.6666666666666666,short,late
4098,lEmQV__Hauc_210.0_360.0,150,46,50,4,48.0,0.32,48.0,66.0,18.0,57.0,0.38,0.3333333333333333,short,early
5304,UdiR9BWQKew_360.0_510.0,150,0,36,36,18.0,0.12,38.0,74.0,36.0,56.0,0.37333333333333335,0.0,long,early
6075,UdiR9BWQKew_210.0_360.0,150,2,42,40,22.0,0.14666666666666667,0.0,58.0,58.0,29.0,0.19333333333333333,0.6896551724137931,long,early
6241,UdiR9BWQKew_60.0_210.0,150,128,150,22,139.0,0.9266666666666666,18.0,56.0,38.0,37.0,0.24666666666666667,0.0,medium,late
8676,UdiR9BWQKew_660.0_810.0,150,6,80,74,43.0,0.2866666666666667,4.0,110.0,106.0,57.0,0.38,0.6981132075471698,long,early
8821,UdiR9BWQKew_510.0_660.0,150,26,62,36,44.0,0.29333333333333333,72.0,108.0,36.0,90.0,0.6,0.0,long,early
3249,raTrFwJMoJo_210.0_360.0,150,88,122,34,105.0,0.7,106.0,124.0,18.0,115.0,0.7666666666666667,0.4444444444444444,long,late
4647,raTrFwJMoJo_360.0_510.0,150,102,108,6,105.0,0.7,112.0,150.0,38.0,131.0,0.8733333333333333,1.0,short,late
7972,raTrFwJMoJo_60.0_210.0,150,20,40,20,30.0,0.2,92.0,110.0,18.0,101.0,0.6733333333333333,0.8,medium,early
9636,eRqYUTA5JJo_360.0_510.0,150,0,2,2,1.0,0.006666666666666667,20.0,30.0,10.0,25.0,0.16666666666666666,0.8,short,early
9703,eRqYUTA5JJo_210.0_360.0,150,0,2,2,1.0,0.006666666666666667,84.0,92.0,8.0,88.0,0.5866666666666667,0.75,short,early
9823,eRqYUTA5JJo_60.0_210.0,150,0,32,32,16.0,0.10666666666666667,0.0,36.0,36.0,18.0,0.12,0.8888888888888888,long,early
1309,ocLUzCNodj4_360.0_510.0,150,38,88,50,63.0,0.42,40.0,90.0,50.0,65.0,0.43333333333333335,0.9230769230769231,long,middle
1665,ocLUzCNodj4_210.0_360.0,150,74,150,76,112.0,0.7466666666666667,74.0,102.0,28.0,88.0,0.5866666666666667,0.3684210526315789,long,late
2791,ocLUzCNodj4_60.0_210.0,150,94,136,42,115.0,0.7666666666666667,88.0,148.0,60.0,118.0,0.7866666666666666,0.7,long,late
6987,ocLUzCNodj4_660.0_810.0,150,130,146,16,138.0,0.92,130.0,148.0,18.0,139.0,0.9266666666666666,0.8888888888888888,medium,late
7468,ocLUzCNodj4_510.0_660.0,150,86,120,34,103.0,0.6866666666666666,90.0,122.0,32.0,106.0,0.7066666666666667,0.8333333333333334,long,late
322,2I9-kvemtSU_60.0_210.0,150,86,106,20,96.0,0.64,90.0,106.0,16.0,98.0,0.6533333333333333,0.8,medium,middle
2557,2I9-kvemtSU_360.0_510.0,150,82,108,26,95.0,0.6333333333333333,48.0,60.0,12.0,54.0,0.36,0.0,medium,middle
6093,2I9-kvemtSU_210.0_360.0,150,26,66,40,46.0,0.30666666666666664,28.0,90.0,62.0,59.0,0.3933333333333333,0.59375,long,early
7569,2I9-kvemtSU_660.0_810.0,150,120,144,24,132.0,0.88,78.0,104.0,26.0,91.0,0.6066666666666667,0.0,medium,late
8524,2I9-kvemtSU_510.0_660.0,150,0,28,28,14.0,0.09333333333333334,0.0,36.0,36.0,18.0,0.12,0.7777777777777778,medium,early
10018,YtRhf0LQ_cc_60.0_210.0,150,54,108,54,81.0,0.54,54.0,94.0,40.0,74.0,0.49333333333333335,0.7407407407407407,long,middle
1982,hWr2e0vQaLA_60.0_210.0,150,20,32,12,26.0,0.17333333333333334,66.0,96.0,30.0,81.0,0.54,0.13333333333333333,medium,early
5671,hWr2e0vQaLA_210.0_360.0,150,10,16,6,13.0,0.08666666666666667,86.0,118.0,32.0,102.0,0.68,0.0,short,early
6308,hWr2e0vQaLA_360.0_510.0,150,0,150,150,75.0,0.5,12.0,50.0,38.0,31.0,0.20666666666666667,0.25333333333333335,long,middle
9862,0Yf4z13YlrY_210.0_360.0,134,26,34,8,30.0,0.22388059701492538,38.0,112.0,74.0,75.0,0.5597014925373134,0.13513513513513514,short,early
10022,0Yf4z13YlrY_60.0_210.0,150,102,126,24,114.0,0.76,102.0,130.0,28.0,116.0,0.7733333333333333,0.8571428571428571,medium,late
5480,HpO-sV7TSSk_210.0_360.0,150,4,12,8,8.0,0.05333333333333334,20.0,62.0,42.0,41.0,0.2733333333333333,0.9523809523809523,short,early
5532,HpO-sV7TSSk_360.0_510.0,150,0,48,48,24.0,0.16,0.0,150.0,150.0,75.0,0.5,0.6,long,early
6316,HpO-sV7TSSk_60.0_210.0,150,38,60,22,49.0,0.32666666666666666,38.0,62.0,24.0,50.0,0.3333333333333333,0.9166666666666666,medium,early
5548,G7oh5A7gGpQ_210.0_360.0,150,38,62,24,50.0,0.3333333333333333,38.0,64.0,26.0,51.0,0.34,0.9230769230769231,medium,middle
5592,G7oh5A7gGpQ_60.0_210.0,150,44,66,22,55.0,0.36666666666666664,40.0,58.0,18.0,49.0,0.32666666666666666,0.5384615384615384,medium,middle
5836,G7oh5A7gGpQ_360.0_510.0,150,80,94,14,87.0,0.58,70.0,96.0,26.0,83.0,0.5533333333333333,0.5384615384615384,medium,middle
1849,aXgE_cVxJi0_210.0_360.0,150,0,26,26,13.0,0.08666666666666667,4.0,116.0,112.0,60.0,0.4,0.1896551724137931,medium,early
6658,aXgE_cVxJi0_60.0_210.0,150,10,24,14,17.0,0.11333333333333333,8.0,24.0,16.0,16.0,0.10666666666666667,0.875,medium,early
9450,Uphs5-SxtXg_60.0_210.0,150,0,14,14,7.0,0.04666666666666667,0.0,104.0,104.0,52.0,0.3466666666666667,0.6153846153846154,medium,early
587,6gmGISTKDPw_210.0_360.0,150,0,8,8,4.0,0.02666666666666667,0.0,24.0,24.0,12.0,0.08,0.5833333333333334,short,early
1685,6gmGISTKDPw_360.0_510.0,150,124,150,26,137.0,0.9133333333333333,124.0,150.0,26.0,137.0,0.9133333333333333,1.0,medium,late
2479,6gmGISTKDPw_60.0_210.0,150,2,22,20,12.0,0.08,0.0,20.0,20.0,10.0,0.06666666666666667,0.8181818181818182,medium,early
7364,6gmGISTKDPw_660.0_810.0,150,0,150,150,75.0,0.5,0.0,24.0,24.0,12.0,0.08,0.16,long,middle
8813,6gmGISTKDPw_510.0_660.0,150,0,116,116,58.0,0.38666666666666666,0.0,136.0,136.0,68.0,0.4533333333333333,0.8529411764705882,long,middle
124,EUTccoeKVZg_360.0_510.0,150,20,22,2,21.0,0.14,28.0,42.0,14.0,35.0,0.23333333333333334,0.75,short,early
424,EUTccoeKVZg_60.0_210.0,150,12,58,46,35.0,0.23333333333333334,10.0,54.0,44.0,32.0,0.21333333333333335,0.875,long,early
4909,EUTccoeKVZg_210.0_360.0,150,62,84,22,73.0,0.4866666666666667,54.0,90.0,36.0,72.0,0.48,0.6111111111111112,medium,middle
7467,EUTccoeKVZg_510.0_660.0,150,20,42,22,31.0,0.20666666666666667,10.0,30.0,20.0,20.0,0.13333333333333333,0.3125,medium,early
1054,dsmZngVgytA_60.0_210.0,150,72,76,4,74.0,0.49333333333333335,86.0,100.0,14.0,93.0,0.62,0.8571428571428571,short,middle
1830,dsmZngVgytA_360.0_510.0,150,118,140,22,129.0,0.86,28.0,44.0,16.0,36.0,0.24,0.0,medium,late
4637,dsmZngVgytA_210.0_360.0,150,106,130,24,118.0,0.7866666666666666,26.0,54.0,28.0,40.0,0.26666666666666666,0.0,medium,late
8984,dsmZngVgytA_510.0_660.0,144,60,74,14,67.0,0.4652777777777778,48.0,78.0,30.0,63.0,0.4375,0.4666666666666667,medium,middle
2248,nkgTGB5C7zk_60.0_210.0,150,96,150,54,123.0,0.82,98.0,150.0,52.0,124.0,0.8266666666666667,0.9629629629629629,long,late
3056,nkgTGB5C7zk_360.0_510.0,150,128,150,22,139.0,0.9266666666666666,130.0,150.0,20.0,140.0,0.9333333333333333,0.9090909090909091,medium,late
4559,nkgTGB5C7zk_210.0_360.0,150,124,150,26,137.0,0.9133333333333333,126.0,150.0,24.0,138.0,0.92,0.9230769230769231,medium,late
3126,2BzoQ31IPhk_210.0_360.0,150,6,28,22,17.0,0.11333333333333333,8.0,30.0,22.0,19.0,0.12666666666666668,0.8333333333333334,medium,early
6519,2BzoQ31IPhk_60.0_210.0,150,40,54,14,47.0,0.31333333333333335,40.0,60.0,20.0,50.0,0.3333333333333333,0.7,medium,early
8061,2BzoQ31IPhk_360.0_510.0,150,8,22,14,15.0,0.1,8.0,30.0,22.0,19.0,0.12666666666666668,0.6363636363636364,medium,early
9537,FoykgiUvtiE_60.0_210.0,150,132,150,18,141.0,0.94,134.0,150.0,16.0,142.0,0.9466666666666667,0.8888888888888888,medium,late
1319,m0cZFcXa5sc_360.0_510.0,150,82,116,34,99.0,0.66,94.0,128.0,34.0,111.0,0.74,0.4782608695652174,long,middle
5070,m0cZFcXa5sc_210.0_360.0,150,74,98,24,86.0,0.5733333333333334,72.0,98.0,26.0,85.0,0.5666666666666667,0.9230769230769231,medium,middle
6192,m0cZFcXa5sc_60.0_210.0,150,68,142,74,105.0,0.7,10.0,48.0,38.0,29.0,0.19333333333333333,0.0,long,late
8320,m0cZFcXa5sc_510.0_660.0,150,0,38,38,19.0,0.12666666666666668,4.0,42.0,38.0,23.0,0.15333333333333332,0.8095238095238095,long,early
8542,m0cZFcXa5sc_660.0_810.0,150,0,36,36,18.0,0.12,0.0,146.0,146.0,73.0,0.4866666666666667,0.6301369863013698,long,early
4509,RWvWkkCtjfY_210.0_360.0,150,128,150,22,139.0,0.9266666666666666,130.0,148.0,18.0,139.0,0.9266666666666666,0.8181818181818182,medium,late
8156,RWvWkkCtjfY_60.0_210.0,150,76,94,18,85.0,0.5666666666666667,78.0,94.0,16.0,86.0,0.5733333333333334,0.8888888888888888,medium,middle
245,E9drfsoiGb4_210.0_360.0,150,8,34,26,21.0,0.14,6.0,36.0,30.0,21.0,0.14,0.8666666666666667,medium,early
1251,E9drfsoiGb4_360.0_510.0,150,58,80,22,69.0,0.46,54.0,80.0,26.0,67.0,0.44666666666666666,0.8461538461538461,medium,middle
3951,E9drfsoiGb4_60.0_210.0,150,0,150,150,75.0,0.5,18.0,146.0,128.0,82.0,0.5466666666666666,0.8533333333333334,long,middle
7070,E9drfsoiGb4_660.0_810.0,150,100,112,12,106.0,0.7066666666666667,96.0,128.0,32.0,112.0,0.7466666666666667,0.375,medium,late
8709,E9drfsoiGb4_510.0_660.0,150,4,42,38,23.0,0.15333333333333332,8.0,42.0,34.0,25.0,0.16666666666666666,0.8947368421052632,long,early
2148,czN-9IsQXoU_60.0_210.0,150,32,68,36,50.0,0.3333333333333333,22.0,52.0,30.0,37.0,0.24666666666666667,0.43478260869565216,long,middle
5879,czN-9IsQXoU_360.0_510.0,150,104,140,36,122.0,0.8133333333333334,104.0,126.0,22.0,115.0,0.7666666666666667,0.6111111111111112,long,late
8143,czN-9IsQXoU_210.0_360.0,150,98,118,20,108.0,0.72,98.0,114.0,16.0,106.0,0.7066666666666667,0.8,medium,late
1109,UPwSDYkpzlk_60.0_210.0,150,100,120,20,110.0,0.7333333333333333,64.0,84.0,20.0,74.0,0.49333333333333335,0.0,medium,late
1123,UPwSDYkpzlk_210.0_360.0,150,38,42,4,40.0,0.26666666666666666,42.0,80.0,38.0,61.0,0.4066666666666667,0.5263157894736842,short,early
3275,M0aeShHuNvg_210.0_360.0,150,36,38,2,37.0,0.24666666666666667,80.0,114.0,34.0,97.0,0.6466666666666666,0.8235294117647058,short,early
3498,M0aeShHuNvg_60.0_210.0,150,58,90,32,74.0,0.49333333333333335,56.0,90.0,34.0,73.0,0.4866666666666667,0.9411764705882353,long,middle
5694,M0aeShHuNvg_360.0_510.0,150,130,144,14,137.0,0.9133333333333333,132.0,144.0,12.0,138.0,0.92,0.8571428571428571,medium,late
728,M7mePz5cXDk_60.0_210.0,150,114,134,20,124.0,0.8266666666666667,38.0,60.0,22.0,49.0,0.32666666666666666,0.0,medium,late
2149,M7mePz5cXDk_210.0_360.0,150,0,4,4,2.0,0.013333333333333334,0.0,34.0,34.0,17.0,0.11333333333333333,0.8235294117647058,short,early
5723,M7mePz5cXDk_360.0_510.0,150,6,36,30,21.0,0.14,4.0,34.0,30.0,19.0,0.12666666666666668,0.875,long,early
1970,13U4xVzZFQ8_360.0_510.0,150,42,80,38,61.0,0.4066666666666667,30.0,76.0,46.0,53.0,0.35333333333333333,0.68,long,middle
7946,13U4xVzZFQ8_60.0_210.0,150,92,108,16,100.0,0.6666666666666666,92.0,106.0,14.0,99.0,0.66,0.875,medium,middle
8216,13U4xVzZFQ8_210.0_360.0,150,38,42,4,40.0,0.26666666666666666,54.0,68.0,14.0,61.0,0.4066666666666667,0.7142857142857143,short,early
2274,N7frLe-nQog_360.0_510.0,150,50,88,38,69.0,0.46,76.0,148.0,72.0,112.0,0.7466666666666667,0.12244897959183673,long,middle
3252,N7frLe-nQog_60.0_210.0,150,0,138,138,69.0,0.46,112.0,150.0,38.0,131.0,0.8733333333333333,0.17333333333333334,long,middle
6445,N7frLe-nQog_210.0_360.0,150,78,150,72,114.0,0.76,110.0,150.0,40.0,130.0,0.8666666666666667,0.5555555555555556,long,late
1004,xVJMPmmW7rE_60.0_210.0,150,0,14,14,7.0,0.04666666666666667,0.0,16.0,16.0,8.0,0.05333333333333334,0.875,medium,early
5730,xVJMPmmW7rE_360.0_510.0,150,92,106,14,99.0,0.66,96.0,106.0,10.0,101.0,0.6733333333333333,0.7142857142857143,medium,middle
8182,xVJMPmmW7rE_210.0_360.0,150,92,106,14,99.0,0.66,92.0,112.0,20.0,102.0,0.68,0.7,medium,middle
9061,xVJMPmmW7rE_510.0_660.0,150,40,54,14,47.0,0.31333333333333335,120.0,142.0,22.0,131.0,0.8733333333333333,0.0,medium,early
9671,N8dPpthy7z4_360.0_510.0,150,50,82,32,66.0,0.44,56.0,144.0,88.0,100.0,0.6666666666666666,0.2765957446808511,long,middle
9690,N8dPpthy7z4_210.0_360.0,150,4,18,14,11.0,0.07333333333333333,0.0,34.0,34.0,17.0,0.11333333333333333,0.4117647058823529,medium,early
9879,N8dPpthy7z4_60.0_210.0,150,72,100,28,86.0,0.5733333333333334,70.0,100.0,30.0,85.0,0.5666666666666667,0.9333333333333333,medium,middle
3355,koupdIrQ4Xg_210.0_360.0,150,84,110,26,97.0,0.6466666666666666,8.0,56.0,48.0,32.0,0.21333333333333335,0.0,medium,middle
6618,koupdIrQ4Xg_60.0_210.0,150,24,68,44,46.0,0.30666666666666664,20.0,56.0,36.0,38.0,0.25333333333333335,0.6666666666666666,long,early
8204,koupdIrQ4Xg_360.0_510.0,150,20,28,8,24.0,0.16,12.0,32.0,20.0,22.0,0.14666666666666667,0.4,short,early
3727,9Xzrtwiint4_360.0_510.0,150,18,30,12,24.0,0.16,18.0,36.0,18.0,27.0,0.18,0.6666666666666666,medium,early
3857,9Xzrtwiint4_60.0_210.0,150,0,70,70,35.0,0.23333333333333334,0.0,150.0,150.0,75.0,0.5,0.4666666666666667,long,early
3995,9Xzrtwiint4_210.0_360.0,150,106,136,30,121.0,0.8066666666666666,106.0,140.0,34.0,123.0,0.82,0.8823529411764706,long,late
7055,9Xzrtwiint4_510.0_660.0,150,58,80,22,69.0,0.46,52.0,92.0,40.0,72.0,0.48,0.55,medium,middle
8927,9Xzrtwiint4_660.0_810.0,150,26,32,6,29.0,0.19333333333333333,80.0,122.0,42.0,101.0,0.6733333333333333,0.0,short,early
9479,7QNJyAIprhg_210.0_360.0,150,0,18,18,9.0,0.06,0.0,14.0,14.0,7.0,0.04666666666666667,0.7777777777777778,medium,early
9485,7QNJyAIprhg_360.0_510.0,150,0,8,8,4.0,0.02666666666666667,46.0,78.0,32.0,62.0,0.41333333333333333,0.7368421052631579,short,early
9489,7QNJyAIprhg_60.0_210.0,150,20,30,10,25.0,0.16666666666666666,124.0,150.0,26.0,137.0,0.9133333333333333,0.0,medium,early
1223,kPXnelu5wZk_210.0_360.0,150,92,150,58,121.0,0.8066666666666666,90.0,150.0,60.0,120.0,0.8,0.9666666666666667,long,late
2418,kPXnelu5wZk_360.0_510.0,150,80,108,28,94.0,0.6266666666666667,68.0,112.0,44.0,90.0,0.6,0.6363636363636364,medium,middle
